user_id,total_orders,returned_items,total_margin_reversal,total_process_cost,total_profit_erosion,avg_erosion_per_return
71038,1,3,275.43105935812724,43.2,318.6310593581273,106.21035311937577
88784,1,4,261.4494036541125,53.4,314.8494036541125,78.71235091352813
99923,1,4,259.0990006122738,55.2,314.2990006122738,78.57475015306845
31501,1,4,251.42885016185568,62.400000000000006,313.8288501618557,78.45721254046393
58374,1,2,283.3502407895422,29.4,312.7502407895422,156.3751203947711
3087,1,3,266.72831874591674,45.0,311.7283187459167,103.90943958197222
60592,1,4,250.4034913268101,60.6,311.0034913268101,77.75087283170252
51655,1,4,252.02979255316214,58.800000000000004,310.8297925531621,77.70744813829053
71600,1,4,248.60100024778632,60.6,309.20100024778634,77.30025006194658
50481,3,5,234.3485598409465,74.4,308.7485598409465,61.749711968189295
59570,1,2,278.7472386771834,29.4,308.1472386771834,154.0736193385917
11712,1,4,250.6467014681438,57.0,307.64670146814376,76.91167536703594
63958,1,3,260.6993300636225,45.0,305.6993300636225,101.89977668787417
67548,2,8,197.04764046674234,108.6,305.64764046674236,38.205955058342795
91828,1,1,290.62500090000003,13.799999999999999,304.42500090000004,304.42500090000004
41595,2,2,272.72000008033046,31.200000000000003,303.92000008033045,151.96000004016523
23174,1,4,243.2364529166567,60.6,303.8364529166567,75.95911322916417
84458,1,3,259.45870222549445,41.4,300.8587022254944,100.28623407516481
14122,1,4,244.72470181627784,55.2,299.9247018162779,74.98117545406947
55,1,2,269.5286585548096,29.4,298.92865855480966,149.46432927740483
87770,1,2,267.22199911251664,29.4,296.6219991125167,148.31099955625834
14598,1,4,240.44526368766248,55.2,295.64526368766246,73.91131592191562
82236,2,5,219.81162805263966,72.60000000000001,292.4116280526396,58.48232561052792
31723,1,1,274.23000069335103,15.600000000000001,289.83000069335105,289.83000069335105
16455,1,4,230.34359905432314,58.8,289.1435990543231,72.28589976358077
6540,1,4,233.86815801695525,55.2,289.06815801695524,72.26703950423881
61254,1,1,273.0299992505461,15.600000000000001,288.6299992505461,288.6299992505461
14357,3,3,246.45224936034901,39.6,286.05224936034904,95.35074978678301
99566,2,6,199.50586169811115,86.4,285.90586169811115,47.650976949685194
89360,1,4,225.07650078910862,60.6,285.6765007891086,71.41912519727715
60040,1,4,226.48000008189112,58.800000000000004,285.28000008189116,71.32000002047279
94585,1,4,222.41735509234775,62.400000000000006,284.8173550923477,71.20433877308693
64203,1,4,225.99999964237213,58.8,284.7999996423721,71.19999991059302
83780,2,5,213.20959987682625,70.8,284.00959987682626,56.80191997536525
26886,2,6,202.46880062067396,81.0,283.46880062067396,47.24480010344566
78358,1,3,233.61600086931142,46.800000000000004,280.4160008693114,93.47200028977046
30199,3,7,181.4738192613023,96.6,278.07381926130233,39.72483132304319
41783,1,2,249.31799865886572,27.6,276.9179986588657,138.45899932943286
35701,1,3,233.159460998604,43.2,276.359460998604,92.119820332868
85015,1,1,260.21850074641407,15.600000000000001,275.8185007464141,275.8185007464141
99243,1,1,260.1769266783146,15.600000000000001,275.7769266783146,275.7769266783146
7762,2,3,231.12256884123414,43.2,274.3225688412341,91.44085628041137
5284,1,4,220.62488098196206,53.4,274.02488098196204,68.50622024549051
63189,1,4,218.38585322790746,55.2,273.5858532279075,68.39646330697687
80797,1,2,245.70999903138727,27.6,273.3099990313873,136.65499951569365
63012,1,2,248.57911992865718,24.0,272.5791199286572,136.2895599643286
90424,1,1,255.48099922388792,15.600000000000001,271.08099922388794,271.08099922388794
63925,1,1,255.48099922388792,15.600000000000001,271.08099922388794,271.08099922388794
8733,1,4,214.01157040943355,57.0,271.0115704094335,67.75289260235837
57299,1,2,242.74199917496605,27.6,270.3419991749661,135.17099958748304
49895,1,3,227.09542331924234,43.2,270.29542331924233,90.09847443974745
82527,2,6,192.52309997544955,77.39999999999999,269.92309997544953,44.98718332924159
75772,1,4,212.86060602180294,57.0,269.86060602180294,67.46515150545073
31907,1,2,240.3400008250028,29.4,269.74000082500277,134.87000041250138
22972,2,5,200.3934094745115,69.0,269.3934094745115,53.8786818949023
82661,2,4,214.1111822761469,55.2,269.3111822761469,67.32779556903672
55238,1,4,209.92079946607382,58.8,268.7207994660738,67.18019986651845
38202,1,1,252.88199850171804,15.600000000000001,268.48199850171807,268.48199850171807
36454,1,4,216.57449078952652,51.6,268.17449078952654,67.04362269738164
27600,1,4,210.94706126950592,57.0,267.947061269506,66.9867653173765
8287,2,3,224.32901953765702,43.2,267.52901953765706,89.17633984588569
80247,2,5,191.61472920762628,74.4,266.01472920762626,53.20294584152525
26991,1,4,210.71910190429315,55.199999999999996,265.91910190429314,66.47977547607329
82911,1,4,205.23248905208993,60.6,265.83248905208995,66.45812226302249
22662,1,4,208.64469611938964,57.0,265.64469611938966,66.41117402984742
81630,1,1,250.03050065785646,15.600000000000001,265.6305006578565,265.6305006578565
39227,1,2,234.21572965907188,31.200000000000003,265.41572965907187,132.70786482953594
98930,3,6,182.07711886881768,82.8,264.87711886881766,44.14618647813628
18570,1,2,235.40499919780996,29.4,264.80499919780993,132.40249959890497
12790,1,1,250.76865852988743,13.799999999999999,264.56865852988744,264.56865852988744
38329,1,1,250.76865852988743,13.799999999999999,264.56865852988744,264.56865852988744
7775,1,4,201.9790895773378,62.400000000000006,264.3790895773378,66.09477239433446
50602,2,3,218.9319749557776,45.0,263.9319749557776,87.9773249852592
81354,3,7,170.86360111794025,93.0,263.8636011179402,37.69480015970574
10513,1,1,248.06000092998147,15.600000000000001,263.6600009299815,263.6600009299815
98735,1,2,234.2391138587589,29.4,263.63911385875895,131.81955692937947
50949,1,4,210.08399997965992,53.4,263.48399997965987,65.87099999491497
43617,1,4,205.8289995789528,57.0,262.8289995789528,65.7072498947382
87160,1,4,203.64654036741615,58.8,262.4465403674161,65.61163509185403
9842,2,3,214.5429983325265,46.800000000000004,261.3429983325265,87.11433277750884
35971,2,6,181.78719036168673,79.2,260.9871903616867,43.49786506028112
5661,2,4,205.59941078067212,55.2,260.79941078067213,65.19985269516803
86793,1,4,205.5518206688115,55.2,260.7518206688115,65.18795516720287
91015,1,4,205.1922492276612,55.2,260.3922492276612,65.0980623069153
1139,1,4,202.67602002481885,57.0,259.67602002481885,64.91900500620471
49152,2,7,162.99532921305214,96.6,259.59532921305214,37.08504703043602
98460,1,3,216.37191039227923,43.2,259.5719103922792,86.52397013075974
66404,1,2,228.35399946197867,31.200000000000003,259.55399946197866,129.77699973098933
68063,2,5,190.24252909619918,69.0,259.2425290961992,51.84850581923983
16252,1,2,231.33599927276373,27.6,258.93599927276375,129.46799963638188
8570,1,3,215.47799994167872,43.2,258.6779999416787,86.22599998055956
50684,1,2,225.6688789641545,31.200000000000003,256.8688789641545,128.43443948207724
82978,2,6,175.1323737686662,81.0,256.1323737686662,42.68872896144436
75843,1,4,204.270371267216,51.599999999999994,255.870371267216,63.967592816804
2387,1,3,215.93860140537458,39.599999999999994,255.53860140537458,85.17953380179152
74036,1,4,199.67890088420697,55.199999999999996,254.87890088420698,63.719725221051746
94061,1,1,237.99999943003056,15.600000000000001,253.59999943003055,253.59999943003055
21949,1,1,237.99999943003056,15.600000000000001,253.59999943003055,253.59999943003055
15914,2,2,222.16999986208975,31.200000000000003,253.36999986208974,126.68499993104487
4144,2,4,201.69154193506043,51.599999999999994,253.29154193506042,63.322885483765106
15032,1,4,198.0649795915661,55.2,253.26497959156612,63.31624489789153
34153,1,2,223.6849989905022,29.4,253.08499899050219,126.54249949525109
80359,1,4,197.70129331831015,55.2,252.90129331831014,63.225323329577535
1582,2,5,180.19497726298493,72.6,252.79497726298493,50.55899545259699
31337,2,5,185.4699096350485,67.2,252.6699096350485,50.5339819270097
33317,1,3,207.24078801656424,45.0,252.2407880165642,84.08026267218807
78016,1,3,205.32819812435116,46.800000000000004,252.12819812435117,84.04273270811706
42282,1,3,206.6864063606667,45.0,251.6864063606667,83.8954687868889
21162,1,2,222.17446014885695,29.4,251.57446014885693,125.78723007442846
85411,1,4,192.6435614957162,58.8,251.44356149571618,62.860890373929045
2682,1,4,196.15977541362554,55.2,251.35977541362553,62.83994385340638
73593,1,2,223.6784004721403,27.6,251.2784004721403,125.63920023607015
80631,1,2,219.97299997881055,31.200000000000003,251.17299997881054,125.58649998940527
12047,1,4,195.84435932645886,55.2,251.04435932645887,62.76108983161472
11641,1,4,193.84972019881474,57.0,250.84972019881474,62.712430049703684
29616,1,4,193.68300056830049,57.0,250.68300056830049,62.67075014207512
66888,1,1,235.02500100061297,15.600000000000001,250.62500100061297,250.62500100061297
85853,2,5,183.9091301558136,65.39999999999999,249.3091301558136,49.86182603116272
13246,1,4,192.25695870525595,57.0,249.25695870525595,62.31423967631399
65137,2,6,163.47788055006163,84.6,248.07788055006162,41.34631342501027
20009,1,3,204.82200004160404,43.2,248.02200004160403,82.67400001386801
64551,1,4,191.00777793038947,57.0,248.00777793038947,62.00194448259737
72803,1,2,216.6645926159507,31.200000000000003,247.8645926159507,123.93229630797535
74409,1,4,187.14564817006737,60.6,247.74564817006737,61.93641204251684
12802,1,4,193.52388008556784,53.4,246.92388008556782,61.730970021391954
7429,1,4,189.44894896963945,57.0,246.44894896963945,61.61223724240986
62027,1,2,216.7889996599406,29.4,246.18899965994058,123.09449982997029
13149,1,4,187.18054211145687,58.8,245.98054211145688,61.49513552786422
16328,1,3,204.3447002568126,41.4,245.7447002568126,81.9149000856042
79375,1,2,214.36077563548412,31.200000000000003,245.5607756354841,122.78038781774205
74884,1,4,183.14063985207667,62.400000000000006,245.54063985207665,61.38515996301916
57694,1,4,191.91784981882162,53.4,245.31784981882163,61.32946245470541
98237,1,4,191.8097552706525,53.4,245.2097552706525,61.30243881766312
98953,1,4,188.00437967396854,57.0,245.00437967396854,61.251094918492136
90109,1,4,187.77771964888902,57.0,244.77771964888905,61.19442991222226
97607,2,3,201.29986831350172,43.2,244.4998683135017,81.49995610450057
2299,1,3,198.58309836777076,45.0,243.58309836777073,81.19436612259024
5363,1,4,188.31577021021724,55.2,243.51577021021725,60.878942552554314
54501,1,1,229.57130738825805,13.799999999999999,243.37130738825806,243.37130738825806
98457,1,4,180.6815305749991,62.400000000000006,243.0815305749991,60.77038264374978
98631,1,4,186.95805070318568,55.2,242.15805070318567,60.539512675796416
75255,1,4,186.8252106108488,55.2,242.02521061084883,60.50630265271221
56113,1,4,184.9756500863865,57.0,241.9756500863865,60.49391252159663
27692,1,4,188.1038318487742,53.4,241.5038318487742,60.37595796219355
28093,1,4,185.89585118337754,55.2,241.09585118337753,60.27396279584438
64144,1,4,178.37683176673858,62.400000000000006,240.77683176673858,60.194207941684645
66700,2,2,211.21500006876886,29.4,240.61500006876884,120.30750003438442
41958,1,1,224.79600008949637,15.600000000000001,240.39600008949637,240.39600008949637
39330,2,6,157.40709076068163,82.8,240.2070907606816,40.03451512678027
30304,3,4,183.04481760166195,57.0,240.04481760166198,60.011204400415494
61918,1,4,182.62265138821652,57.0,239.62265138821652,59.90566284705413
50028,1,4,186.20675880526542,53.4,239.60675880526543,59.90168970131636
73077,1,1,223.87499967589974,15.600000000000001,239.47499967589974,239.47499967589974
12010,1,2,208.0009994506836,31.200000000000003,239.20099945068358,119.60049972534179
41510,1,4,180.24732055135675,58.800000000000004,239.04732055135676,59.76183013783919
80230,1,2,207.83900010585785,31.200000000000003,239.03900010585784,119.51950005292892
51221,1,4,182.558399657844,55.2,237.758399657844,59.439599914461
97631,1,2,209.20799969136715,27.6,236.80799969136714,118.40399984568357
62553,1,4,181.44626004323155,55.2,236.64626004323154,59.161565010807884
25754,1,1,220.24799931328744,15.600000000000001,235.84799931328743,235.84799931328743
51552,1,3,190.81830376626624,45.0,235.81830376626624,78.60610125542208
51218,1,4,176.79919693449062,58.8,235.5991969344906,58.89979923362265
68458,2,4,180.2550495023176,55.2,235.4550495023176,58.8637623755794
55067,1,2,204.15408003906725,31.200000000000003,235.35408003906727,117.67704001953364
63326,1,1,219.64799912273884,15.600000000000001,235.24799912273883,235.24799912273883
15002,1,4,174.57995136539958,60.6,235.17995136539957,58.794987841349894
42194,1,3,189.662702950339,45.0,234.662702950339,78.22090098344633
14965,2,5,161.8574582557601,72.6,234.45745825576012,46.89149165115202
30985,1,4,176.88767036269414,57.0,233.88767036269414,58.471917590673534
3166,1,4,176.75294715953544,57.0,233.7529471595354,58.43823678988385
33076,1,4,178.5388600784819,55.2,233.7388600784819,58.43471501962048
43293,3,5,160.64633929123937,72.6,233.24633929123937,46.649267858247875
89608,2,3,191.74913075627495,41.4,233.14913075627493,77.71637691875831
27622,2,4,173.95666846690506,58.8,232.75666846690507,58.18916711672627
34461,1,4,173.76988217029083,58.8,232.5698821702908,58.1424705425727
34957,1,2,200.87557862261133,31.200000000000003,232.07557862261132,116.03778931130566
10137,1,2,202.55000072274953,29.4,231.95000072274954,115.97500036137477
99368,1,4,174.74664175088668,57.0,231.7466417508867,57.93666043772168
85238,2,3,188.3135586419744,43.2,231.51355864197438,77.17118621399146
59700,1,1,215.7120004799217,15.600000000000001,231.3120004799217,231.3120004799217
6512,1,3,186.24950841795865,45.0,231.24950841795862,77.08316947265287
13411,1,2,201.57489920675977,29.4,230.97489920675977,115.48744960337989
3685,1,1,215.27199963573366,15.600000000000001,230.87199963573366,230.87199963573366
95699,2,5,160.07107344882616,70.8,230.87107344882617,46.174214689765236
63148,1,2,201.30399982398376,29.4,230.70399982398374,115.35199991199187
45302,1,4,173.37150049639877,57.0,230.37150049639877,57.59287512409969
77992,1,2,202.31147548453615,27.6,229.91147548453614,114.95573774226807
87889,2,5,160.36599970795214,69.0,229.36599970795214,45.87319994159043
31343,1,4,170.54539978210107,58.8,229.34539978210105,57.336349945525264
93252,2,4,172.1627890820776,57.0,229.1627890820776,57.2906972705194
67487,1,4,169.88323394344633,58.8,228.6832339434463,57.17080848586158
76605,1,3,183.04627977549777,45.0,228.04627977549777,76.0154265918326
14114,3,5,158.89313043409854,69.0,227.8931304340985,45.5786260868197
88651,2,5,156.6954398705379,70.8,227.49543987053792,45.49908797410758
38071,2,6,144.69177012105476,82.8,227.49177012105474,37.91529502017579
37970,1,4,172.2835410005276,55.2,227.4835410005276,56.8708852501319
12897,1,1,211.7520005106926,15.600000000000001,227.3520005106926,227.3520005106926
94907,1,2,200.25551847431137,25.799999999999997,226.05551847431138,113.02775923715569
89640,2,5,152.80780918693222,72.6,225.40780918693224,45.081561837386445
31297,2,6,144.16079118068265,81.0,225.16079118068265,37.52679853011377
75845,2,4,168.10969704035358,57.0,225.10969704035358,56.277424260088395
90129,3,5,156.060649555894,69.0,225.060649555894,45.0121299111788
8854,1,4,169.81072831904189,55.2,225.0107283190419,56.252682079760476
90311,1,4,167.9815171763557,57.0,224.9815171763557,56.24537929408893
62861,1,3,179.71849986922368,45.0,224.71849986922368,74.90616662307455
52064,1,4,162.06426744846414,62.400000000000006,224.46426744846417,56.11606686211604
50554,1,4,167.2032996862501,57.0,224.20329968625006,56.050824921562516
28484,1,2,196.36790084626003,27.6,223.96790084626002,111.98395042313001
12632,1,3,178.65600024163723,45.0,223.65600024163723,74.55200008054574
11851,1,4,171.94185094211863,51.599999999999994,223.54185094211863,55.88546273552966
36527,2,3,176.46889931045695,46.800000000000004,223.26889931045696,74.42296643681898
91688,1,3,180.04373592119873,43.2,223.24373592119872,74.41457864039957
55460,1,2,195.5256514853804,27.599999999999998,223.12565148538042,111.56282574269021
25393,1,4,167.83847007340285,55.2,223.03847007340283,55.75961751835071
30175,1,2,191.6373479619562,31.200000000000003,222.8373479619562,111.4186739809781
34205,1,4,165.43431345848234,57.0,222.43431345848234,55.608578364620584
46070,2,5,151.32322745352843,70.8,222.12322745352841,44.424645490705686
70072,1,3,182.40122323367035,39.6,222.00122323367034,74.00040774455678
9425,1,1,205.77299899980426,15.600000000000001,221.37299899980425,221.37299899980425
43689,1,3,179.9206907663559,41.4,221.3206907663559,73.77356358878531
68662,2,3,177.63989842206462,43.2,220.8398984220646,73.61329947402153
98853,2,5,151.7513590334853,69.0,220.7513590334853,44.15027180669706
43003,1,1,205.08599942922592,15.600000000000001,220.68599942922592,220.68599942922592
73041,1,3,177.46218007505794,43.2,220.66218007505793,73.55406002501931
4986,2,4,163.53128001689288,57.0,220.53128001689288,55.13282000422322
80218,1,2,192.8415006390627,27.6,220.44150063906272,110.22075031953136
67621,1,2,192.53900054842234,27.6,220.13900054842233,110.06950027421117
51736,1,2,190.66559820915907,29.4,220.06559820915908,110.03279910457954
24193,1,2,188.63474337791183,31.200000000000003,219.83474337791182,109.91737168895591
82128,2,7,126.14036143310973,93.0,219.14036143310972,31.305765919015673
70641,1,3,175.9300898113957,43.2,219.1300898113957,73.04336327046524
55466,1,4,158.42286995136357,60.6,219.02286995136356,54.75571748784089
77990,1,4,163.28511854796588,55.2,218.48511854796587,54.62127963699147
44929,1,4,161.32800022047013,57.0,218.32800022047013,54.58200005511753
11365,1,4,163.06641148763748,55.2,218.26641148763747,54.56660287190937
52952,1,3,176.72600039202118,41.4,218.12600039202118,72.7086667973404
25744,1,4,160.8060000499658,57.0,217.8060000499658,54.45150001249145
84480,1,4,160.73871957084046,57.0,217.73871957084046,54.434679892710115
95654,1,4,162.3042014646672,55.199999999999996,217.50420146466718,54.376050366166794
23840,1,3,175.87765800095735,41.4,217.27765800095736,72.42588600031912
86299,2,4,156.04643886917336,60.6,216.64643886917335,54.16160971729334
4771,1,4,159.5667139958174,57.0,216.5667139958174,54.14167849895435
10704,1,3,171.4852002063631,45.0,216.48520020636306,72.16173340212102
39962,1,4,161.0860007181764,55.2,216.28600071817638,54.071500179544095
312,1,2,186.7109239145199,29.4,216.1109239145199,108.05546195725995
15434,1,2,184.8317479325067,31.200000000000003,216.03174793250668,108.01587396625334
49374,1,2,186.32095183751284,29.4,215.7209518375128,107.8604759187564
1570,1,1,200.0960000604391,15.600000000000001,215.6960000604391,215.6960000604391
48748,1,3,172.44756040921513,43.2,215.64756040921512,71.88252013640503
67231,1,4,158.42421479670026,57.0,215.42421479670026,53.856053699175064
23072,2,5,144.54772120571226,70.8,215.34772120571228,43.06954424114245
3340,1,4,158.0290980061774,57.0,215.02909800617738,53.757274501544345
30995,2,3,168.20711808689725,46.800000000000004,215.00711808689726,71.66903936229909
25074,1,3,173.49755837939804,41.4,214.89755837939805,71.63251945979935
34406,1,4,159.62910841646732,55.2,214.8291084164673,53.70727710411683
51776,1,2,186.80399956787005,27.599999999999998,214.40399956787007,107.20199978393504
61530,2,6,133.26658978886144,81.0,214.26658978886144,35.711098298143575
31550,2,5,145.23627970722436,69.0,214.23627970722436,42.84725594144487
11946,1,4,157.00881184140087,57.0,214.00881184140084,53.50220296035021
41048,1,3,170.7067400516963,43.2,213.9067400516963,71.30224668389876
18535,2,5,141.2745442878672,72.60000000000001,213.8745442878672,42.774908857573436
31410,2,3,168.83550004477326,45.0,213.83550004477326,71.27850001492442
1328,1,4,158.51000073331824,55.2,213.71000073331825,53.42750018332956
81250,1,4,154.25243258997912,58.800000000000004,213.05243258997913,53.26310814749478
58580,1,3,171.54163756238168,41.4,212.9416375623817,70.98054585412723
40085,1,3,166.13269849149108,46.800000000000004,212.9326984914911,70.97756616383036
54935,2,6,131.49892153767212,81.0,212.49892153767212,35.41648692294535
37577,1,4,155.4196409436284,57.0,212.41964094362842,53.104910235907106
71771,1,4,160.15518968190037,51.599999999999994,211.7551896819004,52.9387974204751
87006,1,4,150.97277919704587,60.6,211.57277919704586,52.893194799261465
65998,1,4,156.17718238324645,55.2,211.37718238324646,52.844295595811616
54238,1,4,159.16431233483092,51.599999999999994,210.76431233483092,52.69107808370773
87361,1,4,151.964240766112,58.8,210.76424076611198,52.691060191527995
93514,1,1,195.04799958318472,15.600000000000001,210.6479995831847,210.6479995831847
64643,1,1,195.04799958318472,15.600000000000001,210.6479995831847,210.6479995831847
80597,3,4,155.3591782071215,55.2,210.5591782071215,52.639794551780376
74609,1,4,153.32555848140507,57.0,210.3255584814051,52.581389620351274
30706,1,4,155.06099998112768,55.2,210.26099998112767,52.56524999528192
95194,2,7,116.95616039882698,93.0,209.95616039882697,29.993737199832424
34624,1,4,152.66831260650332,57.0,209.6683126065033,52.41707815162582
90531,1,4,156.15683934182914,53.4,209.55683934182915,52.38920983545729
