order_item_id,is_outlier,outlier_columns,outlier_values,has_price_inconsistency,has_status_inconsistency,has_temporal_inconsistency
145,1,num_of_item,num_of_item=4,0,0,0
1456,1,num_of_item,num_of_item=4,0,0,0
21656,1,num_of_item,num_of_item=4,0,0,0
41206,1,num_of_item,num_of_item=4,0,0,0
95895,1,num_of_item,num_of_item=4,0,0,0
159171,1,num_of_item,num_of_item=4,0,0,0
161612,1,num_of_item,num_of_item=4,0,0,0
175792,1,num_of_item,num_of_item=4,0,0,0
114070,1,num_of_item,num_of_item=4,0,0,0
179839,1,num_of_item,num_of_item=4,0,0,0
6387,1,num_of_item,num_of_item=4,0,0,0
22097,1,num_of_item,num_of_item=4,0,0,0
28364,1,num_of_item,num_of_item=4,0,0,0
29277,1,num_of_item,num_of_item=4,0,0,0
50382,1,num_of_item,num_of_item=4,0,0,0
70780,1,num_of_item,num_of_item=4,0,0,0
80724,1,num_of_item,num_of_item=4,0,0,0
81995,1,num_of_item,num_of_item=4,0,0,0
84334,1,num_of_item,num_of_item=4,0,0,0
86662,1,num_of_item,num_of_item=4,0,0,0
132176,1,num_of_item,num_of_item=4,0,0,0
47313,1,num_of_item,num_of_item=4,0,0,0
89042,1,num_of_item,num_of_item=4,0,0,0
94364,1,num_of_item,num_of_item=4,0,0,0
99462,1,num_of_item,num_of_item=4,0,0,0
115184,1,num_of_item,num_of_item=4,0,0,0
120715,1,num_of_item,num_of_item=4,0,0,0
167273,1,num_of_item,num_of_item=4,0,0,0
10579,1,num_of_item,num_of_item=4,0,0,0
19243,1,num_of_item,num_of_item=4,0,0,0
68520,1,num_of_item,num_of_item=4,0,0,0
85835,1,num_of_item,num_of_item=4,0,0,0
147906,1,num_of_item,num_of_item=4,0,0,0
166486,1,num_of_item,num_of_item=4,0,0,0
173034,1,num_of_item,num_of_item=4,0,0,0
3420,1,num_of_item,num_of_item=4,0,0,0
27184,1,num_of_item,num_of_item=4,0,0,0
37326,1,num_of_item,num_of_item=4,0,0,0
59201,1,num_of_item,num_of_item=4,0,0,0
72091,1,num_of_item,num_of_item=4,0,0,0
89726,1,num_of_item,num_of_item=4,0,0,0
103301,1,num_of_item,num_of_item=4,0,0,0
107403,1,num_of_item,num_of_item=4,0,0,0
114667,1,num_of_item,num_of_item=4,0,0,0
122929,1,num_of_item,num_of_item=4,0,0,0
143686,1,num_of_item,num_of_item=4,0,0,0
154964,1,num_of_item,num_of_item=4,0,0,0
164075,1,num_of_item,num_of_item=4,0,0,0
175602,1,num_of_item,num_of_item=4,0,0,0
95308,1,num_of_item,num_of_item=4,0,0,0
175009,1,num_of_item,num_of_item=4,0,0,0
149077,1,num_of_item,num_of_item=4,0,0,0
68579,1,num_of_item,num_of_item=4,0,0,0
56732,1,num_of_item,num_of_item=4,0,0,0
159908,1,num_of_item,num_of_item=4,0,0,0
6590,1,num_of_item,num_of_item=4,0,0,0
147426,1,num_of_item,num_of_item=4,0,0,0
123942,1,num_of_item,num_of_item=4,0,0,0
2986,1,num_of_item,num_of_item=4,0,0,0
101698,1,num_of_item,num_of_item=4,0,0,0
9502,1,num_of_item,num_of_item=4,0,0,0
10382,1,num_of_item,num_of_item=4,0,0,0
27857,1,num_of_item,num_of_item=4,0,0,0
93975,1,num_of_item,num_of_item=4,0,0,0
112316,1,num_of_item,num_of_item=4,0,0,0
127173,1,num_of_item,num_of_item=4,0,0,0
59162,1,num_of_item,num_of_item=4,0,0,0
176472,1,num_of_item,num_of_item=4,0,0,0
128648,1,num_of_item,num_of_item=4,0,0,0
151397,1,num_of_item,num_of_item=4,0,0,0
142274,1,num_of_item,num_of_item=4,0,0,0
106545,1,num_of_item,num_of_item=4,0,0,0
104604,1,num_of_item,num_of_item=4,0,0,0
49511,1,num_of_item,num_of_item=4,0,0,0
86143,1,num_of_item,num_of_item=4,0,0,0
113136,1,num_of_item,num_of_item=4,0,0,0
162971,1,num_of_item,num_of_item=4,0,0,0
13027,1,num_of_item,num_of_item=4,0,0,0
62841,1,num_of_item,num_of_item=4,0,0,0
91167,1,num_of_item,num_of_item=4,0,0,0
21418,1,num_of_item,num_of_item=4,0,0,0
86574,1,num_of_item,num_of_item=4,0,0,0
44336,1,num_of_item,num_of_item=4,0,0,0
90287,1,num_of_item,num_of_item=4,0,0,0
107757,1,num_of_item,num_of_item=4,0,0,0
2987,1,num_of_item,num_of_item=4,0,0,0
22737,1,num_of_item,num_of_item=4,0,0,0
91791,1,num_of_item,num_of_item=4,0,0,0
123972,1,num_of_item,num_of_item=4,0,0,0
32494,1,num_of_item,num_of_item=4,0,0,0
94900,1,num_of_item,num_of_item=4,0,0,0
125109,1,num_of_item,num_of_item=4,0,0,0
1213,1,num_of_item,num_of_item=4,0,0,0
53243,1,num_of_item,num_of_item=4,0,0,0
10384,1,num_of_item,num_of_item=4,0,0,0
53563,1,num_of_item,num_of_item=4,0,0,0
67552,1,num_of_item,num_of_item=4,0,0,0
69750,1,num_of_item,num_of_item=4,0,0,0
100537,1,num_of_item,num_of_item=4,0,0,0
125131,1,num_of_item,num_of_item=4,0,0,0
158565,1,num_of_item,num_of_item=4,0,0,0
