feature,coefficient,std_error,t_stat,p_value,ci_lower,ci_upper
dominant_return_category_PAPER,-0.1034531427416594,0.10487206869729007,-0.9864699345282646,0.3239025618050678,-0.3089986203725583,0.10209233488923952
dominant_return_category_EARLY LEARNING,0.10067878870415749,0.12372099597721212,0.8137566943180872,0.4157843482840703,-0.1418099075426032,0.34316748495091814
customer_return_rate,0.09356252337900774,0.017909405207351806,5.224211652802425,1.7489863687952416e-07,0.0584607341880641,0.12866431256995137
dominant_return_category_CLASSROOM RESOURCES,-0.08263521272740343,0.11110285655195469,-0.7437721701490274,0.4570143193619648,-0.30039281014875463,0.13512238469394774
dominant_return_category_DOCUMENT STORAGE,-0.08259818094875215,0.10927476235436102,-0.7558760977296763,0.44972348601986567,-0.29677277958247306,0.13157641768496878
dominant_return_category_BUSINESS MACHINES,0.04955343358939279,0.11336821703867504,0.437101639981582,0.6620376380061646,-0.1726441887979304,0.271751055976716
dominant_return_category_JANITORIAL/BREAKROOM SUPPLIES,-0.044929635348539554,0.12455029463396143,-0.36073487807140425,0.7182976488923375,-0.2890437270949563,0.1991844563978772
purchase_recency_days,0.026773162544933823,0.008929179182580826,2.998390109268196,0.0027141001546870437,0.009272292935570605,0.04427403215429704
dominant_return_category_ART SUPPLIES,-0.02666657380788018,0.10419918066114969,-0.2559192273747189,0.7980132076084284,-0.2308932151223161,0.17756006750655573
dominant_return_category_SCIENCE EDUCATION,-0.0231845580324447,0.11100215402698664,-0.20886583900712516,0.8345529724993701,-0.24074478213170625,0.19437566606681683
dominant_return_category_WRITING,-0.021899396458414322,0.10912259626787668,-0.2006861750673085,0.8409439704919122,-0.23577575504295753,0.19197696212612889
dominant_return_category_DEFAULT,-0.01390715660810804,0.3773378705882235,-0.03685597893057616,0.970599839604561,-0.7534757929640619,0.7256614797478458
